epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
42,4118.84,1.07612,1.42169,1.43324,0.73105,0.63659,0.7164,0.50461,1.07014,1.10058,1.39741,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
43,4215.03,1.07696,1.4042,1.42929,0.74694,0.62635,0.71873,0.50529,1.06507,1.09086,1.39066,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
44,4309.74,1.07204,1.3963,1.42629,0.73771,0.6359,0.72019,0.50741,1.0626,1.08428,1.3872,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
45,4404.22,1.07424,1.39328,1.4257,0.75378,0.63362,0.72393,0.5111,1.05806,1.07713,1.38148,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
46,4501.1,1.06718,1.37948,1.41985,0.75245,0.63708,0.72693,0.5134,1.05619,1.07331,1.37995,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,4598.61,1.06726,1.37247,1.42012,0.75957,0.63705,0.72781,0.51461,1.05232,1.06692,1.37612,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,4696.51,1.05974,1.34872,1.41099,0.75249,0.64443,0.73064,0.51578,1.05136,1.06195,1.37428,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,4794.47,1.05269,1.34225,1.40801,0.76475,0.63618,0.73166,0.51696,1.04974,1.05739,1.37146,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,4891.16,1.04809,1.33622,1.4044,0.7643,0.63697,0.73247,0.51768,1.04691,1.05456,1.36967,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,4987.01,1.04614,1.32798,1.40253,0.75491,0.6442,0.7326,0.51927,1.04564,1.05007,1.36897,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5082.28,1.04315,1.31968,1.39817,0.76445,0.6426,0.73441,0.5204,1.04391,1.04526,1.36643,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,5177.84,1.04072,1.32188,1.39776,0.76298,0.644,0.73586,0.52254,1.04261,1.04305,1.36459,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,5273.61,1.03173,1.29345,1.3897,0.76566,0.64172,0.737,0.52406,1.04143,1.04114,1.36312,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,5369.7,1.02948,1.28667,1.38674,0.75902,0.64971,0.73831,0.52617,1.03961,1.03847,1.36082,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,5465,1.02716,1.28064,1.38487,0.76434,0.64867,0.74063,0.52786,1.03822,1.03489,1.35933,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,5560.63,1.02247,1.26437,1.3794,0.77452,0.64293,0.74136,0.5284,1.03699,1.0311,1.35791,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,5654.23,1.01721,1.26206,1.37578,0.77736,0.6434,0.74333,0.52954,1.03515,1.02794,1.35564,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,5750.66,1.01623,1.24811,1.37039,0.77134,0.64986,0.74364,0.52994,1.03378,1.02536,1.35411,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,5846.67,1.00877,1.24008,1.36587,0.76607,0.65305,0.74388,0.53071,1.033,1.02286,1.35251,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,5939.78,1.01046,1.24234,1.36708,0.75987,0.65763,0.74435,0.53136,1.03192,1.02029,1.35117,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,6036.96,1.00392,1.22752,1.36135,0.76254,0.65886,0.74553,0.5324,1.03112,1.0179,1.35014,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,6133.54,0.9984,1.22342,1.35884,0.75904,0.6624,0.74673,0.53328,1.02983,1.01585,1.34852,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,6228.84,0.9943,1.21593,1.35281,0.76075,0.66273,0.74761,0.53389,1.02916,1.01411,1.34754,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,6325.07,0.99435,1.20391,1.35088,0.76266,0.66195,0.7475,0.53353,1.02874,1.01233,1.34669,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,6421.34,0.98667,1.19799,1.3446,0.76281,0.66289,0.74792,0.53384,1.02807,1.01043,1.3454,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,6515.97,0.98629,1.19022,1.34415,0.76332,0.66449,0.74801,0.53433,1.02796,1.00895,1.34483,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,6611.67,0.97885,1.17778,1.34287,0.76864,0.6583,0.74814,0.53457,1.02743,1.00733,1.34391,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,6708.19,0.98168,1.1762,1.34161,0.76902,0.65786,0.74899,0.5351,1.027,1.00568,1.34332,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,6800.34,0.97152,1.16233,1.33462,0.76912,0.66024,0.74944,0.53552,1.02664,1.00409,1.34288,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,6897.66,0.97202,1.15492,1.33367,0.76484,0.6621,0.74942,0.53576,1.02609,1.00312,1.34206,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,6994.5,0.96376,1.14749,1.32792,0.76425,0.66189,0.74979,0.53612,1.02573,1.00183,1.34136,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,7089.75,0.96159,1.14274,1.3278,0.76145,0.66685,0.75004,0.53652,1.02518,1.00079,1.34073,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,7184.89,0.95746,1.13942,1.32454,0.76241,0.66777,0.75048,0.53696,1.02465,0.9999,1.34,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,7279.49,0.95575,1.12309,1.32514,0.76037,0.66957,0.75076,0.53758,1.02425,0.99879,1.33957,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,7377.34,0.94786,1.11968,1.31702,0.76092,0.67097,0.75116,0.53783,1.02389,0.99776,1.33899,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,7475.6,0.94951,1.10681,1.31554,0.76179,0.67109,0.75118,0.53809,1.02348,0.99681,1.33845,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,7573.97,0.94956,1.111,1.31375,0.765,0.66969,0.75117,0.53869,1.02312,0.99561,1.33801,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,7670.78,0.94265,1.1025,1.31148,0.7678,0.66946,0.75191,0.5387,1.02294,0.99458,1.3376,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,7765.19,0.94178,1.09058,1.3094,0.7674,0.67019,0.75214,0.539,1.0226,0.99368,1.33716,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,7857.72,0.93769,1.08916,1.30304,0.76618,0.67139,0.75216,0.53933,1.02238,0.99243,1.33664,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
