epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1712.51,0.7214,0.66444,1.07772,0.80486,0.70406,0.77262,0.56481,0.98966,0.90203,1.28843,0.00828443,0.00828443,0.00828443
43,1752.19,0.70265,0.63922,1.06982,0.7906,0.7087,0.76612,0.56149,0.99851,0.89503,1.30301,0.00820525,0.00820525,0.00820525
44,1791.62,0.69858,0.64104,1.07174,0.7671,0.71316,0.75996,0.55262,1.00461,0.92441,1.2995,0.00812468,0.00812468,0.00812468
45,1831.3,0.69911,0.64116,1.07717,0.79076,0.69744,0.75972,0.55348,0.99755,0.92872,1.30803,0.00804277,0.00804277,0.00804277
46,1870.83,0.69378,0.6515,1.07031,0.77885,0.71072,0.76328,0.55529,1.00863,0.92022,1.31324,0.00795954,0.00795954,0.00795954
47,1910.31,0.69422,0.63008,1.06201,0.78551,0.7053,0.76997,0.56203,1.00472,0.89352,1.31013,0.00787503,0.00787503,0.00787503
48,1950.06,0.6955,0.6266,1.06559,0.78444,0.709,0.76262,0.55611,0.99903,0.90356,1.3005,0.00778929,0.00778929,0.00778929
49,1989.59,0.70064,0.64644,1.07698,0.80192,0.70519,0.77329,0.56308,0.99694,0.89025,1.29875,0.00770234,0.00770234,0.00770234
50,2028.98,0.68246,0.61201,1.05037,0.81323,0.69205,0.77017,0.56134,1.00205,0.89969,1.30112,0.00761423,0.00761423,0.00761423
51,2068.47,0.68162,0.62679,1.06605,0.81599,0.69005,0.7674,0.56198,1.01086,0.90615,1.30941,0.007525,0.007525,0.007525
52,2108.1,0.68756,0.63138,1.06519,0.79724,0.70454,0.76515,0.55721,1.00859,0.93268,1.31443,0.00743468,0.00743468,0.00743468
53,2147.42,0.68302,0.62612,1.06,0.79859,0.69263,0.76204,0.55724,0.99739,0.92461,1.30567,0.00734332,0.00734332,0.00734332
54,2187.29,0.68566,0.63146,1.06623,0.79919,0.70222,0.76728,0.56225,1.0026,0.91924,1.30915,0.00725094,0.00725094,0.00725094
55,2226.57,0.67445,0.59821,1.05445,0.80436,0.69597,0.75978,0.55472,1.00609,0.94863,1.31001,0.00715761,0.00715761,0.00715761
56,2265.92,0.66159,0.59703,1.0504,0.79913,0.68808,0.7559,0.55255,1.00197,0.94171,1.30958,0.00706335,0.00706335,0.00706335
57,2305.48,0.66721,0.6103,1.05214,0.79464,0.7157,0.77334,0.56524,0.99848,0.90731,1.3115,0.0069682,0.0069682,0.0069682
58,2344.85,0.66893,0.61536,1.0574,0.78756,0.69826,0.75711,0.55309,1.00671,0.93453,1.31381,0.00687222,0.00687222,0.00687222
59,2384.6,0.66127,0.60309,1.04613,0.82506,0.68308,0.76219,0.55817,1.01252,0.92689,1.31359,0.00677543,0.00677543,0.00677543
60,2424.08,0.64538,0.59453,1.04301,0.78544,0.71439,0.76918,0.56035,1.01192,0.90903,1.31055,0.00667789,0.00667789,0.00667789
61,2463.59,0.65468,0.58895,1.04461,0.80999,0.70665,0.76671,0.55965,1.0084,0.91831,1.30523,0.00657963,0.00657963,0.00657963
62,2503.12,0.65273,0.59215,1.0446,0.78265,0.71323,0.76465,0.55545,1.01501,0.92186,1.31722,0.00648071,0.00648071,0.00648071
63,2542.72,0.65033,0.58272,1.03778,0.80585,0.68157,0.75533,0.5517,1.0095,0.9281,1.31638,0.00638115,0.00638115,0.00638115
64,2582.32,0.63734,0.57504,1.03586,0.78922,0.70551,0.76493,0.56252,1.00388,0.9154,1.30931,0.00628101,0.00628101,0.00628101
65,2621.89,0.65101,0.58969,1.04641,0.78098,0.71592,0.767,0.56164,1.0146,0.92027,1.32385,0.00618034,0.00618034,0.00618034
66,2661.54,0.65481,0.58944,1.04583,0.81619,0.68132,0.76455,0.55989,1.00461,0.93283,1.31015,0.00607916,0.00607916,0.00607916
67,2700.81,0.63636,0.57649,1.0363,0.78908,0.69703,0.75818,0.55517,1.00482,0.92163,1.32317,0.00597754,0.00597754,0.00597754
68,2740.28,0.64243,0.57647,1.03851,0.80547,0.70495,0.7684,0.56123,1.00409,0.90013,1.31068,0.00587551,0.00587551,0.00587551
69,2779.84,0.6372,0.56665,1.03379,0.80406,0.70482,0.7708,0.56273,1.0095,0.90124,1.31792,0.00577311,0.00577311,0.00577311
70,2819.34,0.64172,0.57268,1.03547,0.80687,0.69766,0.7645,0.55654,1.01022,0.90983,1.31692,0.0056704,0.0056704,0.0056704
71,2859.02,0.63383,0.56626,1.03561,0.78892,0.70809,0.76155,0.55603,1.01256,0.92271,1.31599,0.00556742,0.00556742,0.00556742
