epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
81,7822.87,0.80993,0.81312,1.14301,0.82993,0.76088,0.83761,0.63615,0.88688,0.74601,1.14175,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,7917.02,0.80958,0.80809,1.14538,0.83076,0.75901,0.83769,0.63644,0.88673,0.74509,1.14165,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8012.38,0.80522,0.80571,1.14069,0.83317,0.7561,0.83789,0.63672,0.88664,0.74438,1.14168,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8108.69,0.80317,0.79358,1.1409,0.83374,0.75605,0.83771,0.63687,0.8868,0.74378,1.14186,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8205.64,0.79693,0.79301,1.13607,0.8366,0.75361,0.83767,0.6368,0.88656,0.74319,1.14163,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8303.35,0.79466,0.78684,1.13777,0.83739,0.75407,0.83785,0.63693,0.88643,0.74226,1.14154,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,8399.18,0.79477,0.78243,1.13588,0.83619,0.75565,0.83791,0.63683,0.88639,0.74139,1.14157,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,8494.57,0.78735,0.77618,1.1323,0.83564,0.75736,0.83792,0.63688,0.8865,0.74091,1.14175,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,8591.86,0.78564,0.76981,1.12985,0.83628,0.75738,0.83815,0.63691,0.88658,0.74004,1.14175,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8696.17,0.78107,0.76254,1.12669,0.83354,0.76025,0.83842,0.63696,0.88643,0.73944,1.14164,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,8796.01,0.73021,0.5959,1.08553,0.83281,0.76119,0.83847,0.63719,0.88636,0.73883,1.14155,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8892.7,0.71382,0.56836,1.07218,0.83525,0.75985,0.83845,0.6373,0.88648,0.73809,1.14186,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,8989.53,0.7039,0.55392,1.06306,0.8295,0.76392,0.83848,0.63742,0.88678,0.7375,1.14228,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9086.83,0.70065,0.54577,1.06161,0.82932,0.76416,0.83863,0.63759,0.88693,0.73673,1.14241,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9184.87,0.69316,0.53829,1.05724,0.82884,0.76489,0.83876,0.63753,0.88712,0.73612,1.14268,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,9283.62,0.6909,0.53066,1.05452,0.82915,0.7651,0.83891,0.63767,0.88733,0.73552,1.14299,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,9380.19,0.68577,0.52279,1.0534,0.82756,0.76678,0.83875,0.63759,0.8878,0.7348,1.14354,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,9475.44,0.67972,0.51693,1.04584,0.82561,0.76864,0.83867,0.63746,0.8879,0.73422,1.14375,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,9571.93,0.67379,0.50685,1.04414,0.82628,0.76813,0.83859,0.63734,0.88819,0.73366,1.14422,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,9667.43,0.66928,0.50157,1.04144,0.8279,0.76712,0.83866,0.63735,0.88831,0.73355,1.14437,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
