epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1556.84,0.81499,0.67889,1.10105,0.7567,0.66517,0.72502,0.51488,1.16998,0.95782,1.34301,0.000816514,0.000816514,0.000816514
36,1607.86,0.80725,0.66974,1.09426,0.76481,0.66033,0.72459,0.51447,1.1888,0.98235,1.36167,0.000806337,0.000806337,0.000806337
37,1655.89,0.80506,0.66221,1.0954,0.75749,0.665,0.72336,0.51498,1.17855,0.96803,1.34721,0.000795954,0.000795954,0.000795954
38,1699.18,0.80156,0.66964,1.09859,0.76799,0.66165,0.72746,0.51727,1.1748,0.96941,1.34298,0.000785371,0.000785371,0.000785371
39,1742.4,0.78423,0.65999,1.08367,0.75523,0.68025,0.73518,0.5261,1.17883,0.94981,1.34647,0.000774596,0.000774596,0.000774596
40,1785.71,0.79024,0.65396,1.08725,0.7706,0.66589,0.73059,0.52142,1.17345,0.96722,1.35327,0.000763637,0.000763637,0.000763637
41,1828.91,0.79156,0.64791,1.08414,0.75658,0.66877,0.72618,0.5216,1.17128,0.98349,1.35752,0.0007525,0.0007525,0.0007525
42,1872.05,0.78711,0.6469,1.08028,0.76172,0.66206,0.72358,0.51551,1.1767,0.99617,1.34894,0.000741194,0.000741194,0.000741194
43,1915.02,0.76552,0.62247,1.07253,0.76907,0.67676,0.73698,0.52788,1.16085,0.93796,1.34444,0.000729725,0.000729725,0.000729725
44,1958.29,0.76136,0.61687,1.06908,0.76558,0.67064,0.72748,0.51945,1.18907,0.94801,1.36228,0.000718103,0.000718103,0.000718103
45,2001.91,0.76583,0.62701,1.07146,0.78216,0.64638,0.71755,0.50772,1.20284,0.99118,1.37149,0.000706335,0.000706335,0.000706335
46,2045.5,0.76283,0.62875,1.07064,0.77085,0.65685,0.71726,0.51393,1.17082,0.97934,1.34946,0.000694428,0.000694428,0.000694428
47,2088.58,0.75816,0.6089,1.06712,0.76133,0.66872,0.72551,0.51609,1.18327,0.95896,1.35315,0.000682392,0.000682392,0.000682392
48,2131.89,0.75166,0.6082,1.06482,0.76013,0.67629,0.72338,0.51367,1.18005,0.97292,1.35499,0.000670234,0.000670234,0.000670234
49,2175.7,0.74385,0.60563,1.06277,0.77091,0.68306,0.73885,0.5283,1.17255,0.94115,1.36601,0.000657963,0.000657963,0.000657963
50,2219.4,0.73908,0.59295,1.05772,0.77002,0.67058,0.72351,0.51579,1.18247,0.96338,1.37155,0.000645588,0.000645588,0.000645588
51,2262.9,0.72646,0.587,1.05309,0.77006,0.68103,0.73311,0.52224,1.17004,0.94997,1.36975,0.000633115,0.000633115,0.000633115
52,2306.24,0.72498,0.58055,1.04712,0.76251,0.66264,0.72078,0.5149,1.18063,0.98673,1.36581,0.000620555,0.000620555,0.000620555
53,2349.99,0.72127,0.58126,1.04983,0.76618,0.67167,0.73581,0.5243,1.17439,0.95134,1.35939,0.000607916,0.000607916,0.000607916
54,2393,0.72221,0.57322,1.05131,0.76593,0.67583,0.72724,0.52202,1.1801,0.96179,1.37143,0.000595207,0.000595207,0.000595207
55,2436.51,0.71343,0.5687,1.0448,0.76408,0.67975,0.73246,0.52593,1.1721,0.95336,1.36556,0.000582435,0.000582435,0.000582435
56,2479.98,0.70542,0.55625,1.03936,0.76913,0.66723,0.72137,0.517,1.18147,0.9834,1.38212,0.00056961,0.00056961,0.00056961
57,2523.25,0.70403,0.55977,1.039,0.77926,0.66123,0.72498,0.52026,1.17171,0.9628,1.36911,0.000556742,0.000556742,0.000556742
58,2566.75,0.67896,0.53729,1.02773,0.78408,0.66431,0.72661,0.5191,1.18506,0.978,1.39181,0.000543837,0.000543837,0.000543837
59,2610.17,0.6947,0.55316,1.04136,0.79266,0.66288,0.7363,0.52725,1.17183,0.9663,1.37579,0.000530906,0.000530906,0.000530906
60,2656.82,0.6882,0.55028,1.03387,0.79404,0.66204,0.73297,0.52617,1.16994,0.96525,1.36249,0.000517958,0.000517958,0.000517958
61,2700.22,0.67773,0.53659,1.03296,0.78216,0.67637,0.72915,0.52411,1.16615,0.95899,1.3673,0.000505,0.000505,0.000505
62,2743.96,0.68218,0.54096,1.03052,0.78878,0.65551,0.72461,0.51946,1.17145,0.97485,1.37496,0.000492042,0.000492042,0.000492042
63,2787.19,0.66155,0.51844,1.02447,0.7773,0.66959,0.72454,0.52089,1.17719,0.97056,1.38296,0.000479094,0.000479094,0.000479094
64,2830.75,0.67098,0.53148,1.02675,0.78689,0.66926,0.73409,0.52814,1.1688,0.9592,1.36868,0.000466163,0.000466163,0.000466163
65,2873.74,0.66196,0.52785,1.02237,0.78809,0.67607,0.73076,0.52617,1.16762,0.96273,1.36977,0.000453258,0.000453258,0.000453258
66,2916.84,0.6484,0.51346,1.01735,0.78573,0.66969,0.73161,0.52601,1.17,0.95798,1.36974,0.00044039,0.00044039,0.00044039
67,2960.12,0.66411,0.52161,1.01877,0.80044,0.65836,0.72693,0.52139,1.17496,0.98795,1.37272,0.000427565,0.000427565,0.000427565
68,3003.04,0.64372,0.51414,1.01291,0.80334,0.66606,0.73653,0.5324,1.16933,0.96216,1.3836,0.000414793,0.000414793,0.000414793
69,3046.5,0.64485,0.51176,1.01549,0.7983,0.66393,0.72822,0.52288,1.17373,0.97,1.39141,0.000402084,0.000402084,0.000402084
70,3089.96,0.63222,0.49476,1.00353,0.78446,0.6727,0.73025,0.52548,1.17906,0.96692,1.38837,0.000389445,0.000389445,0.000389445
71,3133.23,0.63301,0.49594,1.01051,0.77995,0.67278,0.72355,0.52101,1.17007,0.97861,1.38369,0.000376885,0.000376885,0.000376885
72,3176.93,0.62439,0.489,1.00694,0.78995,0.66368,0.72236,0.51993,1.17379,0.96851,1.3916,0.000364412,0.000364412,0.000364412
73,3222.97,0.61969,0.48162,1.00435,0.7671,0.67119,0.72444,0.52291,1.17085,0.97004,1.38122,0.000352037,0.000352037,0.000352037
74,3277,0.62694,0.48055,1.0025,0.79661,0.67196,0.73316,0.52885,1.16542,0.95555,1.37725,0.000339766,0.000339766,0.000339766
75,3322.74,0.62106,0.48861,1.00593,0.776,0.68182,0.73332,0.5289,1.16544,0.95814,1.38195,0.000327608,0.000327608,0.000327608
76,3366.1,0.60823,0.4731,0.99288,0.78292,0.67528,0.72656,0.52249,1.17062,0.97324,1.38194,0.000315572,0.000315572,0.000315572
77,3409.07,0.61316,0.47508,0.99607,0.79429,0.66511,0.7266,0.52423,1.17108,0.98854,1.38867,0.000303665,0.000303665,0.000303665
78,3452.85,0.61436,0.47809,1.00058,0.78963,0.67649,0.73336,0.52892,1.16879,0.96533,1.38663,0.000291897,0.000291897,0.000291897
79,3503.28,0.59457,0.45425,0.99234,0.78009,0.68436,0.73388,0.53057,1.17099,0.97387,1.38577,0.000280275,0.000280275,0.000280275
80,3546.79,0.59187,0.46096,0.98799,0.80369,0.66802,0.73487,0.5329,1.1675,0.94688,1.38668,0.000268806,0.000268806,0.000268806
81,3590.42,0.59778,0.46324,0.98881,0.79771,0.66843,0.73174,0.5289,1.16834,0.97144,1.38798,0.0002575,0.0002575,0.0002575
82,3634.07,0.59261,0.45291,0.98771,0.78698,0.68045,0.73565,0.53214,1.16097,0.96169,1.38239,0.000246363,0.000246363,0.000246363
83,3677.1,0.59527,0.4647,0.99443,0.7752,0.68507,0.72981,0.52559,1.17336,0.98209,1.39315,0.000235404,0.000235404,0.000235404
84,3720.6,0.58204,0.4504,0.97992,0.79066,0.67597,0.73119,0.52827,1.166,0.98734,1.38324,0.000224629,0.000224629,0.000224629
85,3764.01,0.58617,0.45233,0.98589,0.82119,0.65716,0.73203,0.52948,1.16343,0.9884,1.38796,0.000214046,0.000214046,0.000214046
86,3807.43,0.58175,0.45602,0.98622,0.80067,0.67315,0.73425,0.53196,1.16337,0.97213,1.38938,0.000203663,0.000203663,0.000203663
87,3850.61,0.57454,0.44627,0.9846,0.78458,0.68095,0.73399,0.53062,1.16143,0.96488,1.38559,0.000193486,0.000193486,0.000193486
88,3894.09,0.56841,0.43376,0.98177,0.80615,0.66812,0.72902,0.52705,1.16799,0.9883,1.38952,0.000183523,0.000183523,0.000183523
89,3937.83,0.57153,0.4432,0.98151,0.79678,0.67494,0.73041,0.52903,1.16488,0.98509,1.38898,0.00017378,0.00017378,0.00017378
90,3982.26,0.5747,0.44991,0.98235,0.80607,0.66372,0.72952,0.52725,1.17096,0.97749,1.39549,0.000164264,0.000164264,0.000164264
91,4025.23,0.57159,0.43666,0.98353,0.79005,0.68129,0.73492,0.53127,1.1686,0.96581,1.39421,0.000154982,0.000154982,0.000154982
92,4068.39,0.54747,0.42496,0.96885,0.8077,0.666,0.73163,0.52991,1.1684,0.97169,1.39743,0.00014594,0.00014594,0.00014594
93,4112.24,0.5469,0.4218,0.96999,0.78844,0.68006,0.72864,0.52757,1.16261,0.98153,1.39103,0.000137143,0.000137143,0.000137143
94,4155.35,0.54697,0.4236,0.96755,0.80076,0.67718,0.73762,0.53604,1.16079,0.96193,1.39054,0.000128599,0.000128599,0.000128599
95,4198.33,0.55249,0.42366,0.97049,0.79616,0.67834,0.73726,0.53525,1.15975,0.96309,1.39499,0.000120313,0.000120313,0.000120313
96,4242.1,0.5455,0.41911,0.97014,0.79873,0.67684,0.73692,0.53601,1.15999,0.9571,1.38951,0.00011229,0.00011229,0.00011229
97,4284.99,0.54912,0.4255,0.9771,0.79185,0.68419,0.73603,0.53519,1.15713,0.95757,1.39172,0.000104537,0.000104537,0.000104537
98,4328.56,0.54917,0.42567,0.97595,0.80424,0.67329,0.73563,0.53529,1.15757,0.96449,1.39304,9.70575e-05,9.70575e-05,9.70575e-05
99,4372.06,0.52634,0.40629,0.96049,0.81511,0.66385,0.7338,0.53135,1.16213,0.96701,1.39775,8.98581e-05,8.98581e-05,8.98581e-05
100,4415.17,0.53934,0.41048,0.96814,0.77446,0.69863,0.73807,0.5352,1.15921,0.9528,1.39117,8.29431e-05,8.29431e-05,8.29431e-05
101,4458.77,0.52948,0.40823,0.96322,0.80234,0.67729,0.73487,0.53368,1.15655,0.96513,1.39278,7.63174e-05,7.63174e-05,7.63174e-05
102,4501.85,0.53915,0.4167,0.97196,0.80557,0.67929,0.73478,0.53205,1.16053,0.96997,1.39483,6.99855e-05,6.99855e-05,6.99855e-05
