epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,86.2938,0.7767,4.21371,1.29054,0.04167,0.16667,0.05528,0.04975,1.5466,70.1658,1.47438,4.45422e-05,4.45422e-05,4.45422e-05
86,87.4382,0.67652,4.27168,1.1789,0.04167,0.16667,0.05528,0.04975,1.5466,70.1658,1.47438,4.44049e-05,4.44049e-05,4.44049e-05
87,88.3789,1.09685,4.81284,1.5997,0.04167,0.16667,0.05528,0.04975,1.5466,70.1658,1.47438,4.42518e-05,4.42518e-05,4.42518e-05
88,89.3693,0.61744,4.11331,1.12048,0.03333,0.16667,0.05528,0.04422,1.52717,70,1.46284,4.40831e-05,4.40831e-05,4.40831e-05
89,90.3463,0.55974,4.26185,1.23356,0.03333,0.16667,0.05528,0.04422,1.52717,70,1.46284,4.38986e-05,4.38986e-05,4.38986e-05
90,91.2963,0.86838,4.70597,1.53907,0.03333,0.16667,0.05528,0.04422,1.52717,70,1.46284,4.36985e-05,4.36985e-05,4.36985e-05
91,92.2279,0.82842,4.42239,1.36525,0.03333,0.16667,0.05528,0.04422,1.52717,70,1.46284,4.34826e-05,4.34826e-05,4.34826e-05
92,93.1858,0.94131,4.72875,1.52846,0.04167,0.16667,0.05528,0.04422,1.52667,73.2022,1.45789,4.3251e-05,4.3251e-05,4.3251e-05
93,94.0759,0.76045,4.60581,1.39209,0.04167,0.16667,0.05528,0.04422,1.52667,73.2022,1.45789,4.30037e-05,4.30037e-05,4.30037e-05
94,94.9432,0.7454,4.29533,1.37836,0.04167,0.16667,0.05528,0.04422,1.52667,73.2022,1.45789,4.27408e-05,4.27408e-05,4.27408e-05
95,95.8643,0.91419,4.27322,1.29873,0.04167,0.16667,0.05528,0.04422,1.52667,73.2022,1.45789,4.24621e-05,4.24621e-05,4.24621e-05
96,96.9941,0.70751,4.37342,1.16036,0.04167,0.16667,0.05528,0.04975,1.5196,58.3669,1.45253,4.21677e-05,4.21677e-05,4.21677e-05
97,97.9177,0.5751,4.65947,1.24131,0.04167,0.16667,0.05528,0.04975,1.5196,58.3669,1.45253,4.18575e-05,4.18575e-05,4.18575e-05
98,98.8005,0.85307,4.27847,1.21971,0.04167,0.16667,0.05528,0.04975,1.5196,58.3669,1.45253,4.15317e-05,4.15317e-05,4.15317e-05
99,99.7369,0.66432,4.30477,1.18002,0.04167,0.16667,0.05528,0.04975,1.5196,58.3669,1.45253,4.11902e-05,4.11902e-05,4.11902e-05
100,100.729,0.71129,4.55497,1.2473,0.04167,0.16667,0.05528,0.04975,1.51915,62.4415,1.4515,4.08329e-05,4.08329e-05,4.08329e-05
101,101.614,0.77927,4.16972,1.24262,0.04167,0.16667,0.05528,0.04975,1.51915,62.4415,1.4515,4.046e-05,4.046e-05,4.046e-05
102,102.51,0.67529,4.09299,1.13413,0.04167,0.16667,0.05528,0.04975,1.51915,62.4415,1.4515,3.96746e-05,3.96746e-05,3.96746e-05
103,103.439,0.79332,4.67886,1.40113,0.04167,0.16667,0.05528,0.04975,1.51915,62.4415,1.4515,3.88892e-05,3.88892e-05,3.88892e-05
104,104.569,0.72653,4.13348,1.21653,0.04167,0.16667,0.05528,0.04975,1.48838,51.0938,1.43843,3.81038e-05,3.81038e-05,3.81038e-05
105,105.446,0.58876,4.33171,1.14429,0.04167,0.16667,0.05528,0.04975,1.48838,51.0938,1.43843,3.73184e-05,3.73184e-05,3.73184e-05
106,106.458,0.67861,4.16117,1.20567,0.04167,0.16667,0.05528,0.04975,1.48838,51.0938,1.43843,3.6533e-05,3.6533e-05,3.6533e-05
107,107.427,0.74509,4.07327,1.23772,0.04167,0.16667,0.05528,0.04975,1.48838,51.0938,1.43843,3.57476e-05,3.57476e-05,3.57476e-05
108,108.583,0.72148,4.1778,1.43083,0.04167,0.16667,0.05528,0.04975,1.49589,53.2109,1.43431,3.49622e-05,3.49622e-05,3.49622e-05
109,109.51,0.8126,4.27517,1.37756,0.04167,0.16667,0.05528,0.04975,1.49589,53.2109,1.43431,3.41768e-05,3.41768e-05,3.41768e-05
110,110.452,0.75685,4.00886,1.2388,0.04167,0.16667,0.05528,0.04975,1.49589,53.2109,1.43431,3.33914e-05,3.33914e-05,3.33914e-05
111,111.377,0.77995,4.28541,1.37212,0.04167,0.16667,0.05528,0.04975,1.49589,53.2109,1.43431,3.2606e-05,3.2606e-05,3.2606e-05
112,112.35,0.74142,4.11781,1.16783,0.04167,0.16667,0.05528,0.04975,1.4978,55.0156,1.4427,3.18206e-05,3.18206e-05,3.18206e-05
113,113.257,0.67681,4.21441,1.22512,0.04167,0.16667,0.05528,0.04975,1.4978,55.0156,1.4427,3.10352e-05,3.10352e-05,3.10352e-05
114,114.384,0.51988,4.16473,1.0446,0.04167,0.16667,0.05528,0.04975,1.4978,55.0156,1.4427,3.02498e-05,3.02498e-05,3.02498e-05
115,115.323,0.73572,4.11269,1.14366,0.04167,0.16667,0.05528,0.04975,1.4978,55.0156,1.4427,2.94644e-05,2.94644e-05,2.94644e-05
116,116.323,0.76674,4.34848,1.29492,0.04167,0.16667,0.05528,0.04975,1.49124,46.9834,1.43713,2.8679e-05,2.8679e-05,2.8679e-05
117,117.255,0.59731,4.32408,1.15852,0.04167,0.16667,0.05528,0.04975,1.49124,46.9834,1.43713,2.78936e-05,2.78936e-05,2.78936e-05
118,118.182,0.66907,4.29055,1.29092,0.04167,0.16667,0.05528,0.04975,1.49124,46.9834,1.43713,2.71082e-05,2.71082e-05,2.71082e-05
119,119.088,0.58966,3.78589,1.24053,0.04167,0.16667,0.05528,0.04975,1.49124,46.9834,1.43713,2.63228e-05,2.63228e-05,2.63228e-05
120,120.062,0.65733,4.27463,1.24236,0.04167,0.16667,0.05528,0.04975,1.47617,32.2815,1.43182,2.55374e-05,2.55374e-05,2.55374e-05
121,121.035,0.64299,3.86616,1.00539,0.04167,0.16667,0.05528,0.04975,1.47617,32.2815,1.43182,2.4752e-05,2.4752e-05,2.4752e-05
122,121.967,0.71129,3.94926,1.30372,0.04167,0.16667,0.05528,0.04975,1.47617,32.2815,1.43182,2.39666e-05,2.39666e-05,2.39666e-05
123,122.867,0.71192,3.9939,1.16636,0.04167,0.16667,0.05528,0.04975,1.47617,32.2815,1.43182,2.31812e-05,2.31812e-05,2.31812e-05
124,124.039,0.76587,4.16543,1.19765,0.03333,0.16667,0.05528,0.04975,1.47563,30.8034,1.43198,2.23958e-05,2.23958e-05,2.23958e-05
125,124.932,0.68615,3.87768,1.10785,0.03333,0.16667,0.05528,0.04975,1.47563,30.8034,1.43198,2.16104e-05,2.16104e-05,2.16104e-05
126,125.85,0.64735,4.01057,1.05835,0.03333,0.16667,0.05528,0.04975,1.47563,30.8034,1.43198,2.0825e-05,2.0825e-05,2.0825e-05
127,126.766,0.72882,3.97731,1.35279,0.03333,0.16667,0.05528,0.04975,1.47563,30.8034,1.43198,2.00396e-05,2.00396e-05,2.00396e-05
128,127.748,0.543,4.25538,1.23563,0.03333,0.16667,0.05528,0.04975,1.47335,31.1008,1.43359,1.92542e-05,1.92542e-05,1.92542e-05
129,128.743,0.7111,3.97376,1.28586,0.03333,0.16667,0.05528,0.04975,1.47335,31.1008,1.43359,1.84688e-05,1.84688e-05,1.84688e-05
130,129.624,0.60168,4.12949,1.25943,0.03333,0.16667,0.05528,0.04975,1.47335,31.1008,1.43359,1.76834e-05,1.76834e-05,1.76834e-05
131,130.516,0.53591,4.81996,1.21413,0.03333,0.16667,0.05528,0.04975,1.47335,31.1008,1.43359,1.6898e-05,1.6898e-05,1.6898e-05
132,131.777,0.58532,4.161,1.15331,0.04167,0.16667,0.05528,0.04975,1.49247,23.2334,1.43602,1.61126e-05,1.61126e-05,1.61126e-05
133,132.712,0.51591,4.04927,1.12051,0.04167,0.16667,0.05528,0.04975,1.49247,23.2334,1.43602,1.53272e-05,1.53272e-05,1.53272e-05
134,133.656,0.73525,4.0238,1.34163,0.04167,0.16667,0.05528,0.04975,1.49247,23.2334,1.43602,1.45418e-05,1.45418e-05,1.45418e-05
135,134.637,0.72134,4.07921,1.23401,0.04167,0.16667,0.05528,0.04975,1.49247,23.2334,1.43602,1.37564e-05,1.37564e-05,1.37564e-05
136,135.633,0.65917,3.47559,1.02676,0.04167,0.16667,0.05528,0.04975,1.49444,23.7011,1.43727,1.2971e-05,1.2971e-05,1.2971e-05
137,136.569,0.70834,4.03476,1.23663,0.04167,0.16667,0.05528,0.04975,1.49444,23.7011,1.43727,1.21856e-05,1.21856e-05,1.21856e-05
138,137.44,0.6995,4.04934,1.30614,0.04167,0.16667,0.05528,0.04975,1.49444,23.7011,1.43727,1.14002e-05,1.14002e-05,1.14002e-05
139,138.31,0.72744,4.08241,1.15293,0.04167,0.16667,0.05528,0.04975,1.49444,23.7011,1.43727,1.06148e-05,1.06148e-05,1.06148e-05
140,139.226,0.78298,4.10836,1.30859,0.03333,0.16667,0.05528,0.04975,1.50042,20.6654,1.43686,9.8294e-06,9.8294e-06,9.8294e-06
141,141.061,0.52893,4.433,0.88653,0.03333,0.16667,0.05528,0.04975,1.50042,20.6654,1.43686,9.044e-06,9.044e-06,9.044e-06
142,142.136,0.70462,4.3615,1.38338,0.03333,0.16667,0.05528,0.04975,1.50042,20.6654,1.43686,8.2586e-06,8.2586e-06,8.2586e-06
143,143.045,0.69413,4.21162,1.31172,0.03333,0.16667,0.05528,0.04975,1.50042,20.6654,1.43686,7.4732e-06,7.4732e-06,7.4732e-06
144,143.958,0.58127,4.06861,1.01339,0.03333,0.16667,0.05528,0.04422,1.51626,20.0404,1.4499,6.6878e-06,6.6878e-06,6.6878e-06
145,144.845,0.78662,4.23409,1.17213,0.03333,0.16667,0.05528,0.04422,1.51626,20.0404,1.4499,5.9024e-06,5.9024e-06,5.9024e-06
146,145.738,0.5135,4.00498,1.08483,0.03333,0.16667,0.05528,0.04422,1.51626,20.0404,1.4499,5.117e-06,5.117e-06,5.117e-06
147,146.616,0.7565,4.30283,1.53391,0.03333,0.16667,0.05528,0.04422,1.51626,20.0404,1.4499,4.3316e-06,4.3316e-06,4.3316e-06
148,147.582,0.61393,4.24455,1.36989,0.11667,0.18333,0.04938,0.04029,1.53935,20.5936,1.45402,3.5462e-06,3.5462e-06,3.5462e-06
149,148.514,0.6675,4.14691,1.16836,0.11667,0.18333,0.04938,0.04029,1.53935,20.5936,1.45402,2.7608e-06,2.7608e-06,2.7608e-06
150,149.465,0.54971,4.10988,0.99852,0.11667,0.18333,0.04938,0.04029,1.53935,20.5936,1.45402,1.9754e-06,1.9754e-06,1.9754e-06
